configuration_id,dataset_index,true_label,relu_prediction,polynomial_clear_prediction,ckks_prediction,relu_correct,polynomial_clear_correct,ckks_correct,prediction_poly_ckks_equal,logit_mae_ckks,logit_max_error_ckks,clear_margin,ckks_margin,total_seconds
chebyshev_d3_I1,2681,3,3,3,3,1,1,1,1,4.201156722513089e-05,0.00010295592071862814,5.190451145172119,5.190507008722988,0.2101
chebyshev_d3_I1,2949,8,8,8,8,1,1,1,1,3.129249547458302e-05,6.509275996080532e-05,6.348923683166504,6.348967814051881,0.1897
chebyshev_d3_I1,3039,1,1,8,8,1,0,0,1,2.1101472262308185e-05,6.782678723027402e-05,1.2573570013046265,1.2573581475373716,0.1936
chebyshev_d3_I1,3053,5,5,5,5,1,1,1,1,6.849936830523596e-05,0.00016341625690685646,12.71086311340332,12.710982478405509,0.1906
chebyshev_d3_I1,3097,1,1,1,1,1,1,1,1,3.6802521594880844e-05,6.419134841628704e-05,0.43729257583618164,0.43730293628419137,0.2053
chebyshev_d3_I1,3115,5,5,5,5,1,1,1,1,1.8460506340911564e-05,5.619327112427186e-05,1.2983590364456177,1.2983758548408981,0.2064
chebyshev_d3_I1,3181,6,6,6,6,1,1,1,1,4.8789738892462965e-05,9.224615046221629e-05,4.881875038146973,4.881911718811677,0.2039
chebyshev_d3_I1,3218,6,6,6,6,1,1,1,1,4.6936393481678e-05,0.00010916003161653975,0.08864188194274902,0.08865286002562822,0.2036
chebyshev_d3_I1,3376,7,7,7,7,1,1,1,1,3.220891399700332e-05,9.94703631178595e-05,4.233448505401611,4.233485991916084,0.1983
chebyshev_d3_I1,3575,7,7,7,7,1,1,1,1,4.930613504168235e-05,0.00012008442617528203,6.097564220428467,6.097635181013358,0.2085
chebyshev_d3_I1,3628,2,2,2,2,1,1,1,1,8.519172419743092e-05,0.00015669984701460749,12.241268157958984,12.241368758282736,0.2007
chebyshev_d3_I1,3644,8,8,8,8,1,1,1,1,3.471637915419823e-05,7.017437159806406e-05,8.449069023132324,8.449132167913508,0.2066
chebyshev_d3_I1,3656,7,7,7,7,1,1,1,1,5.11819140572356e-05,0.0001321332306467582,1.0807318687438965,1.080738124470943,0.1986
chebyshev_d3_I1,3679,1,1,1,1,1,1,1,1,3.661824561649318e-05,6.744248562995381e-05,1.7295866012573242,1.7296130412707384,0.1994
chebyshev_d3_I1,3771,8,8,8,8,1,1,1,1,3.577932231285108e-05,7.20225384185369e-05,7.949032783508301,7.949097853893983,0.2059
chebyshev_d3_I1,3999,9,9,9,9,1,1,1,1,4.992016411540234e-05,0.00013004375755798492,9.748817443847656,9.748890069836389,0.2036
chebyshev_d3_I1,4007,7,7,7,7,1,1,1,1,1.8817299727928728e-05,6.82377004483925e-05,1.174393653869629,1.1744085379817244,0.2097
chebyshev_d3_I1,4089,7,7,7,7,1,1,1,1,4.2619417205835844e-05,0.00011616690483862158,6.850790977478027,6.850854234567024,0.2022
chebyshev_d3_I1,4162,3,3,3,3,1,1,1,1,9.105204038593052e-05,0.00019781134760421537,15.58876895904541,15.588910967316558,0.2131
chebyshev_d3_I1,4179,1,1,1,1,1,1,1,1,3.079460910816456e-05,9.155741898858594e-05,2.1307759284973145,2.1308040393147456,0.2049
chebyshev_d3_I1,4259,9,9,9,9,1,1,1,1,2.8146713731119766e-05,6.956235207056238e-05,3.187530994415283,3.187548571603605,0.2044
chebyshev_d3_I1,4286,0,0,0,0,1,1,1,1,3.0752871305766984e-05,5.2151910868047935e-05,2.03895902633667,2.0389695826301195,0.2099
chebyshev_d3_I1,4403,0,0,0,0,1,1,1,1,3.362399694182283e-05,8.662349830146354e-05,2.811171293258667,2.81120503597525,0.1995
chebyshev_d3_I1,4447,0,0,0,0,1,1,1,1,3.05596458565871e-05,7.942865079257899e-05,7.981813907623291,7.981886546487003,0.2061
chebyshev_d3_I1,4727,3,3,3,3,1,1,1,1,6.081563370798904e-05,0.00014597832532814436,11.890680313110352,11.89078820034337,0.2008
chebyshev_d3_I1,4768,4,4,4,4,1,1,1,1,6.501516438572885e-05,0.00012303366063193266,6.479829788208008,6.47989096086431,0.2067
chebyshev_d3_I1,4779,6,6,6,6,1,1,1,1,4.9033720900453715e-05,0.00011547637805797706,11.329663276672363,11.329759413305593,0.2236
chebyshev_d3_I1,4842,4,4,4,4,1,1,1,1,5.9755319067571896e-05,0.00013798064949099853,5.254560947418213,5.25461584603803,0.2083
chebyshev_d3_I1,5145,6,6,6,6,1,1,1,1,3.849354935390736e-05,8.906279859743904e-05,6.411332130432129,6.4113882805641795,0.215
chebyshev_d3_I1,5284,4,4,4,4,1,1,1,1,4.401181340987215e-05,7.03875544658672e-05,4.994479656219482,4.994527017904948,0.221
chebyshev_d3_I1,5393,4,4,4,4,1,1,1,1,4.265771551479059e-05,9.514266675303418e-05,8.387574195861816,8.387655340069582,0.2426
chebyshev_d3_I1,5457,1,1,8,8,1,0,0,1,2.779223187151722e-05,5.532332534841089e-05,3.7205443382263184,3.7205728111672083,0.2254
chebyshev_d3_I1,5483,0,0,0,0,1,1,1,1,4.5776871168934365e-05,9.863163200662939e-05,5.278354644775391,5.278411282824723,0.2578
chebyshev_d3_I1,5543,8,8,8,8,1,1,1,1,3.987766915416885e-05,8.098679623458338e-05,7.273524284362793,7.273583901435019,0.2197
chebyshev_d3_I1,5580,9,9,9,9,1,1,1,1,3.7854297623418634e-05,8.276472023283077e-05,5.75968599319458,5.75973001095544,0.232
chebyshev_d3_I1,5715,6,6,6,6,1,1,1,1,3.9376419228814855e-05,6.963646778679333e-05,5.527434349060059,5.527484212299225,0.2227
chebyshev_d3_I1,5781,9,9,9,9,1,1,1,1,3.95483651257994e-05,0.00010704702468444793,6.518161773681641,6.518218648444401,0.2368
chebyshev_d3_I1,5830,0,0,0,0,1,1,1,1,3.250921010000685e-05,6.408538099478278e-05,7.100283622741699,7.100349981598548,0.2869
chebyshev_d3_I1,6134,6,6,6,6,1,1,1,1,4.5274558606217544e-05,0.00011624416151079231,7.23616361618042,7.236229643267109,0.2401
chebyshev_d3_I1,6291,5,5,5,5,1,1,1,1,3.951248120605544e-05,8.483821777183209e-05,10.337686538696289,10.337770535487657,0.2316
chebyshev_d3_I1,6336,8,8,8,8,1,1,1,1,4.4841101651421635e-05,8.255377861843272e-05,4.78702449798584,4.787061405704585,0.2366
chebyshev_d3_I1,6429,0,0,0,0,1,1,1,1,6.603870352317465e-05,0.00016972541279258735,10.58019733428955,10.580309291116823,0.2429
chebyshev_d3_I1,6472,1,1,1,1,1,1,1,1,4.095577131966177e-05,7.194285106493226e-05,1.3117566108703613,1.311783482674918,0.2196
chebyshev_d3_I1,6581,2,2,2,2,1,1,1,1,6.209290055322059e-05,0.00011088787788970933,8.921037673950195,8.921100167870183,0.2247
chebyshev_d3_I1,6637,4,4,4,4,1,1,1,1,2.169077303733058e-05,4.4777794824035766e-05,2.8805782794952393,2.8806080777383496,0.2163
chebyshev_d3_I1,6800,2,2,2,2,1,1,1,1,5.481590270943748e-05,0.0001192836187229318,13.096736907958984,13.096845963326336,0.2216
chebyshev_d3_I1,6824,6,6,6,6,1,1,1,1,4.2486902325855615e-05,9.891464241817971e-05,9.469721794128418,9.4698033813273,0.2079
chebyshev_d3_I1,6880,5,5,5,5,1,1,1,1,8.115457937477589e-05,0.0001950416894480611,12.323915481567383,12.32403718938681,0.2228
chebyshev_d3_I1,6944,7,7,7,7,1,1,1,1,3.960316220146254e-05,0.00012057690771705154,6.091421127319336,6.091472739976237,0.2235
chebyshev_d3_I1,6973,3,3,3,3,1,1,1,1,5.354385696139767e-05,0.0001222600169707988,12.821093559265137,12.82120977066444,0.2088
chebyshev_d3_I1,7192,2,2,2,2,1,1,1,1,8.08413500666516e-05,0.00015181125582230948,10.186197280883789,10.186271087351802,0.1938
chebyshev_d3_I1,7222,3,3,3,3,1,1,1,1,9.437639764809935e-05,0.00022231180737009026,18.231338500976562,18.23150785847927,0.2111
chebyshev_d3_I1,7497,2,2,2,2,1,1,1,1,7.148410438020391e-05,0.00012474254892147485,7.495872974395752,7.49592671270168,0.2091
chebyshev_d3_I1,7636,1,1,1,1,1,1,1,1,2.9306515214122532e-05,9.543181213089724e-05,0.8700231313705444,0.8700423778037898,0.2078
chebyshev_d3_I1,7655,0,0,0,0,1,1,1,1,4.262707005242561e-05,0.0001003978218321322,9.677716255187988,9.677801611358486,0.2131
chebyshev_d3_I1,7961,8,8,8,8,1,1,1,1,3.654320288559998e-05,7.61997964282557e-05,8.717513084411621,8.71758256443996,0.2127
chebyshev_d3_I1,8021,0,0,0,0,1,1,1,1,3.8965958068773455e-05,9.41069471824818e-05,9.120579719543457,9.120646855905285,0.199
chebyshev_d3_I1,8122,5,5,5,5,1,1,1,1,3.6748144722764664e-05,8.086363957815479e-05,7.663572311401367,7.663641305002145,0.1928
chebyshev_d3_I1,8159,1,1,1,1,1,1,1,1,4.056131146995545e-05,6.461797100598687e-05,1.0699957609176636,1.0700106745866347,0.2075
chebyshev_d3_I1,8266,8,8,8,8,1,1,1,1,5.3800353241917345e-05,0.00011562331567560591,11.666526794433594,11.666612030942485,0.2158
chebyshev_d3_I1,8383,9,9,9,9,1,1,1,1,4.964151690949326e-05,0.00011134262664214134,6.21392297744751,6.213977480591232,0.2082
chebyshev_d3_I1,8525,7,7,7,7,1,1,1,1,5.6885974324261125e-05,0.00015473131792020922,3.139439105987549,3.1394560910428932,0.208
chebyshev_d3_I1,8612,2,2,2,2,1,1,1,1,6.435627954939349e-05,0.00013668128508115274,13.675874710083008,13.675991047034568,0.2014
chebyshev_d3_I1,8749,7,7,7,7,1,1,1,1,4.628764780076899e-05,0.00013606638053786924,6.7920451164245605,6.792091969239449,0.1941
chebyshev_d3_I1,8939,3,3,3,3,1,1,1,1,5.593124429315449e-05,0.00015056358056142471,11.263895988464355,11.264003134396296,0.2046
chebyshev_d3_I1,8962,9,9,9,9,1,1,1,1,5.3210403924996986e-05,0.00012528897221386615,5.628561019897461,5.62861647693344,0.2126
chebyshev_d3_I1,9298,5,5,5,5,1,1,1,1,6.74262271497167e-05,0.00013557080740866922,10.861708641052246,10.861800734687147,0.2146
chebyshev_d3_I1,9392,6,6,6,6,1,1,1,1,4.5313332378527084e-05,8.572690904529168e-05,3.9008803367614746,3.900913674343408,0.2005
chebyshev_d3_I1,9512,4,4,8,8,1,0,0,1,7.808844098651235e-05,0.00012656544640066159,1.018723487854004,1.0187236388008483,0.1974
chebyshev_d3_I1,9516,8,8,8,8,1,1,1,1,4.837003764663894e-05,0.0001178128543983803,13.955475807189941,13.955591886207118,0.2024
chebyshev_d3_I1,9536,3,3,3,3,1,1,1,1,6.091793979510207e-05,0.00017003085815758823,7.653525352478027,7.653601689350468,0.2224
chebyshev_d3_I1,9539,9,9,9,9,1,1,1,1,4.4689556352950355e-05,0.00011696566150121157,1.3519682884216309,1.3519870393301643,0.1978
chebyshev_d3_I1,9603,2,2,2,2,1,1,1,1,7.087967010874774e-05,0.00014506282315807084,14.045639991760254,14.045749201484647,0.2073
chebyshev_d3_I1,9624,3,3,3,3,1,1,1,1,7.054130529611235e-05,0.00015752070530439255,6.138402462005615,6.138476187613757,0.203
chebyshev_d3_I1,9626,5,5,5,5,1,1,1,1,3.465988473133758e-05,7.2052488008012e-05,5.498795032501221,5.4988368581688265,0.1947
chebyshev_d3_I1,9792,4,9,9,9,0,0,0,1,2.0811102718509833e-05,5.020428120872111e-05,1.1672271490097046,1.1672308205073225,0.1917
chebyshev_d3_I1,9861,4,4,4,4,1,1,1,1,4.192173054420323e-05,0.00011419582080485213,11.81947135925293,11.819577726613531,0.2054
least_squares_d3_I1,112,3,3,3,3,1,1,1,1,4.819419780885958e-05,0.00010409245833109537,9.316351890563965,9.316437578706502,0.2344
least_squares_d3_I1,120,5,5,5,5,1,1,1,1,7.800774602995109e-05,0.00020185887597534702,12.36246109008789,12.362573861810858,0.2198
least_squares_d3_I1,259,6,6,6,6,1,1,1,1,4.3880735947343655e-05,7.455765066488595e-05,0.12847375869750977,0.12847878713709981,0.2276
least_squares_d3_I1,411,7,7,7,7,1,1,1,1,4.386777116717755e-05,0.00011795447342066723,3.7131991386413574,3.713235967359612,0.2121
least_squares_d3_I1,481,9,9,9,9,1,1,1,1,4.265382187241817e-05,0.00011448047920659121,8.816512107849121,8.816591814789625,0.2096
least_squares_d3_I1,586,0,0,0,0,1,1,1,1,2.818963412314357e-05,5.86424325561552e-05,3.840653896331787,3.8406935410502103,0.2085
least_squares_d3_I1,589,4,4,4,4,1,1,1,1,3.344435718417582e-05,9.717769832029433e-05,2.566282033920288,2.5663123548897993,0.2102
least_squares_d3_I1,603,8,8,8,8,1,1,1,1,3.83717130622907e-05,7.371591952676226e-05,6.402873516082764,6.402926467665519,0.2183
least_squares_d3_I1,618,5,5,5,5,1,1,1,1,6.321458938662872e-05,0.00011091644353200536,7.940509796142578,7.940575533654902,0.213
least_squares_d3_I1,633,2,2,2,2,1,1,1,1,5.7688532950139757e-05,0.00012006674352704749,11.983901023864746,11.98400187513017,0.2147
least_squares_d3_I1,804,0,0,0,0,1,1,1,1,4.331317737529261e-05,9.819270536937097e-05,10.041372299194336,10.041465306423007,0.2087
least_squares_d3_I1,876,8,8,8,8,1,1,1,1,7.790786727212007e-05,0.00019250525962632992,11.893659591674805,11.893743416129652,0.2023
least_squares_d3_I1,912,3,3,3,3,1,1,1,1,0.00010336747743959762,0.00023907407882006737,15.29549503326416,15.295638635320763,0.2122
least_squares_d3_I1,928,9,9,9,9,1,1,1,1,3.7513757116042215e-05,9.44639588027485e-05,6.161892414093018,6.161944974571356,0.2137
least_squares_d3_I1,949,1,1,1,1,1,1,1,1,3.279021493897138e-05,9.764476997453642e-05,4.262613296508789,4.2626612516289475,0.2145
least_squares_d3_I1,1079,6,6,6,6,1,1,1,1,4.551487285144873e-05,0.0001064911749963926,8.96745491027832,8.967534016197003,0.2091
least_squares_d3_I1,1406,5,5,5,5,1,1,1,1,4.3736912166003615e-05,8.731443492848712e-05,4.835542678833008,4.835592863507815,0.2172
least_squares_d3_I1,1585,2,2,2,2,1,1,1,1,7.933002569251446e-05,0.00016434925320396587,10.385034561157227,10.385105678763065,0.207
least_squares_d3_I1,2157,2,2,2,2,1,1,1,1,8.065099540381093e-05,0.0001541379045804092,9.04432487487793,9.044401789787692,0.2147
least_squares_d3_I1,2235,1,1,1,1,1,1,1,1,4.207954553467896e-05,7.032237482818005e-05,0.9691355228424072,0.969144372226892,0.2099
least_squares_d3_I1,2509,4,4,4,4,1,1,1,1,2.9269182419866536e-05,5.769713761338835e-05,3.5311403274536133,3.531179651569949,0.2242
least_squares_d3_I1,2539,7,7,7,7,1,1,1,1,4.166010735114356e-05,0.00010528931773734485,2.1210103034973145,2.1210263927348585,0.2151
least_squares_d3_I1,2548,9,9,9,9,1,1,1,1,3.31063204792037e-05,7.796624433709098e-05,4.94787073135376,4.947909758626098,0.2055
least_squares_d3_I1,2681,3,3,3,3,1,1,1,1,4.512651752718311e-05,0.00011556482958852143,6.804704189300537,6.804774230112134,0.2112
least_squares_d3_I1,2949,8,8,8,8,1,1,1,1,3.1082296413484366e-05,6.748446019599896e-05,6.3156657218933105,6.315710608627613,0.2098
least_squares_d3_I1,3039,1,1,8,8,1,0,0,1,2.0492003379779522e-05,6.554873610298273e-05,1.028792381286621,1.0287907532953513,0.2186
least_squares_d3_I1,3053,5,5,5,5,1,1,1,1,7.772600991742817e-05,0.00018256566997010282,14.923645973205566,14.923787116616928,0.2039
least_squares_d3_I1,3097,1,1,1,1,1,1,1,1,4.035072600698797e-05,6.703927368789664e-05,1.2506294250488281,1.2506430830976476,0.226
least_squares_d3_I1,3115,5,5,5,5,1,1,1,1,1.8976490770947206e-05,5.5222793123199665e-05,1.4674354791641235,1.4674479131578664,0.2225
least_squares_d3_I1,3181,6,6,6,6,1,1,1,1,5.55305422226926e-05,0.00011098452935343062,5.025781154632568,5.0258154673083215,0.2056
least_squares_d3_I1,3218,6,6,6,6,1,1,1,1,5.2876529432177576e-05,0.0001265274733039945,1.3840279579162598,1.3840485246881338,0.216
least_squares_d3_I1,3376,7,7,7,7,1,1,1,1,3.317456647608241e-05,0.00010042681813615673,5.183820724487305,5.183856492848563,0.2214
least_squares_d3_I1,3575,7,7,7,7,1,1,1,1,5.485626153938217e-05,0.00013454774722632123,8.767876625061035,8.767971367710881,0.2181
least_squares_d3_I1,3628,2,2,2,2,1,1,1,1,9.627741981612647e-05,0.00018069009250609724,12.909645080566406,12.909750979369027,0.2112
least_squares_d3_I1,3644,8,8,8,8,1,1,1,1,3.471879815780676e-05,7.057530829968073e-05,8.57890510559082,8.578970364446572,0.2138
least_squares_d3_I1,3656,7,7,7,7,1,1,1,1,5.627799051772797e-05,0.0001380829782178239,1.618290901184082,1.6183016907093801,0.1985
least_squares_d3_I1,3679,1,1,1,1,1,1,1,1,4.028724730358313e-05,7.075506037423906e-05,2.7414608001708984,2.7414961758822245,0.2076
least_squares_d3_I1,3771,8,8,8,8,1,1,1,1,3.779110060615487e-05,7.42368230692847e-05,7.631241321563721,7.631304974884464,0.2201
least_squares_d3_I1,3999,9,9,9,9,1,1,1,1,5.5028388929040384e-05,0.00014238610127748075,10.354248046875,10.354329010063738,0.2073
least_squares_d3_I1,4007,7,7,7,7,1,1,1,1,1.91513904331142e-05,6.806375847467905e-05,2.264139175415039,2.2641629055712267,0.2159
least_squares_d3_I1,4089,7,7,7,7,1,1,1,1,4.289304077298439e-05,0.00011580817708534141,7.385669231414795,7.385723851195778,0.209
least_squares_d3_I1,4162,3,3,3,3,1,1,1,1,0.00010838434404729647,0.00024140402332406552,17.2910213470459,17.29117976121185,0.2216
least_squares_d3_I1,4179,1,1,1,1,1,1,1,1,3.28926538432639e-05,9.281006043870832e-05,3.0158112049102783,3.0158472684912683,0.2091
least_squares_d3_I1,4259,9,9,9,9,1,1,1,1,3.0028781380642133e-05,6.680888987276035e-05,3.1847853660583496,3.1848041875876807,0.213
least_squares_d3_I1,4286,0,0,0,0,1,1,1,1,3.4382588355558186e-05,5.5409592617294834e-05,2.820094108581543,2.820118669209757,0.2105
least_squares_d3_I1,4403,0,0,0,0,1,1,1,1,3.8815884476561815e-05,9.133587670184795e-05,4.048861026763916,4.0489069858247095,0.2228
least_squares_d3_I1,4447,0,0,0,0,1,1,1,1,3.4870645647144814e-05,9.011994815288915e-05,9.658498764038086,9.658592876488926,0.2214
least_squares_d3_I1,4727,3,3,3,3,1,1,1,1,6.726439635234005e-05,0.0001574396294898861,13.524088859558105,13.524218800818945,0.2166
least_squares_d3_I1,4768,4,4,4,4,1,1,1,1,6.548500842820104e-05,0.0001260501634039457,7.557621479034424,7.557689196441869,0.2111
least_squares_d3_I1,4779,6,6,6,6,1,1,1,1,5.573225283501126e-05,0.0001259829309603333,12.377599716186523,12.377700902472807,0.208
least_squares_d3_I1,4842,4,4,4,4,1,1,1,1,6.047044734234924e-05,0.0001308073271104604,6.015141487121582,6.0151981954929585,0.2097
least_squares_d3_I1,5145,6,6,6,6,1,1,1,1,4.3716244655450656e-05,9.989876263460928e-05,7.230470657348633,7.2305324987049895,0.2119
least_squares_d3_I1,5284,4,4,4,4,1,1,1,1,4.551958996565908e-05,8.032068681629312e-05,5.605810642242432,5.6058608658193485,0.2177
least_squares_d3_I1,5393,4,4,4,4,1,1,1,1,4.753719817249813e-05,0.00010308159948202444,9.457149505615234,9.457238220606005,0.2065
least_squares_d3_I1,5457,1,1,8,8,1,0,0,1,2.966066220829455e-05,6.836974989710143e-05,2.8850197792053223,2.885033067485991,0.2123
least_squares_d3_I1,5483,0,0,0,0,1,1,1,1,5.6872444969069404e-05,0.00012394812330285276,7.7609381675720215,7.7610161008384555,0.2146
least_squares_d3_I1,5543,8,8,8,8,1,1,1,1,4.214975306547075e-05,9.18182984523952e-05,7.131717681884766,7.131782062340826,0.2096
least_squares_d3_I1,5580,9,9,9,9,1,1,1,1,3.759716669108903e-05,8.049315438540816e-05,5.867179870605469,5.867224183489471,0.2084
least_squares_d3_I1,5715,6,6,6,6,1,1,1,1,4.3480725184763534e-05,8.168933545960044e-05,6.861773490905762,6.861835000676145,0.2085
least_squares_d3_I1,5781,9,9,9,9,1,1,1,1,4.266718454858376e-05,0.00011380181663867006,7.257219314575195,7.257283769550103,0.2136
least_squares_d3_I1,5830,0,0,0,0,1,1,1,1,3.96800120946339e-05,8.42735261912253e-05,8.968628883361816,8.968713820558774,0.2107
least_squares_d3_I1,6134,6,6,6,6,1,1,1,1,4.812666509244057e-05,0.00012306171053921844,8.75415325164795,8.754229996189656,0.2185
least_squares_d3_I1,6291,5,5,5,5,1,1,1,1,4.407004342476123e-05,9.020980180096672e-05,10.679670333862305,10.679758757605294,0.2234
least_squares_d3_I1,6336,8,8,8,8,1,1,1,1,4.582605724888222e-05,9.196898425400946e-05,4.401679992675781,4.4017139612357825,0.2193
least_squares_d3_I1,6429,0,0,0,0,1,1,1,1,8.13645342396127e-05,0.00018228646507623125,13.446157455444336,13.446289791866725,0.2247
least_squares_d3_I1,6472,1,1,1,1,1,1,1,1,4.67581920827076e-05,8.587523959846521e-05,2.7265982627868652,2.726638987066587,0.2739
least_squares_d3_I1,6581,2,2,2,2,1,1,1,1,6.798996939001433e-05,0.00012428428303579153,9.187078475952148,9.18714843963259,0.2474
least_squares_d3_I1,6637,4,4,4,4,1,1,1,1,2.3938640355214424e-05,4.2087681292102275e-05,3.9211277961730957,3.921164605041182,0.2435
least_squares_d3_I1,6800,2,2,2,2,1,1,1,1,6.327129602890779e-05,0.0001334852356968952,14.606552124023438,14.60667593234857,0.2374
least_squares_d3_I1,6824,6,6,6,6,1,1,1,1,4.745963281661547e-05,0.00011344272684965517,11.190266609191895,11.190361367524531,0.238
least_squares_d3_I1,6880,5,5,5,5,1,1,1,1,8.939364891668023e-05,0.00023310181823177345,15.435914993286133,15.43607673800997,0.231
least_squares_d3_I1,6944,7,7,7,7,1,1,1,1,4.415266682449293e-05,0.00013309894307411696,7.382305145263672,7.382365549440319,0.2303
least_squares_d3_I1,6973,3,3,3,3,1,1,1,1,6.0856492492117334e-05,0.00013507796589351528,14.682636260986328,14.682770813693411,0.2335
least_squares_d3_I1,7192,2,2,2,2,1,1,1,1,9.318663702879149e-05,0.00017642018224961475,10.986120223999023,10.986204970782655,0.2274
least_squares_d3_I1,7222,3,3,3,3,1,1,1,1,0.00010951995168954066,0.0002456964573980258,20.04119873046875,20.041384911378426,0.2323
least_squares_d3_I1,7497,2,2,2,2,1,1,1,1,7.719786421487296e-05,0.0001488642090592407,7.79587459564209,7.795932139979039,0.2286
least_squares_d3_I1,7636,1,1,1,1,1,1,1,1,3.0922127771471077e-05,9.613568956368113e-05,1.7894717454910278,1.7894979661645278,0.2349
least_squares_d3_I1,7655,0,0,0,0,1,1,1,1,5.198215956998542e-05,0.00012267727709058818,11.320121765136719,11.320222234313409,0.2275
least_squares_d3_I1,7961,8,8,8,8,1,1,1,1,3.719736438793919e-05,8.318253436812029e-05,8.106365203857422,8.106433160299117,0.2376
least_squares_d3_I1,8021,0,0,0,0,1,1,1,1,4.261813288133354e-05,9.978229286922158e-05,9.578392028808594,9.578464281008687,0.2302
least_squares_d3_I1,8122,5,5,5,5,1,1,1,1,3.83497242923081e-05,8.606866648896982e-05,8.993156433105469,8.993235349772872,0.2382
least_squares_d3_I1,8159,1,1,1,1,1,1,1,1,4.460928829010946e-05,7.264598461986793e-05,1.9941673278808594,1.9941899746440814,0.2316
least_squares_d3_I1,8266,8,8,8,8,1,1,1,1,5.636746355068278e-05,0.00012730510164615794,11.456626892089844,11.456712057094617,0.2315
least_squares_d3_I1,8383,9,9,9,9,1,1,1,1,5.315467771817017e-05,0.00011769744008205407,7.366135597229004,7.366199745489088,0.2303
least_squares_d3_I1,8525,7,7,7,7,1,1,1,1,6.443977411250135e-05,0.00016122860281342355,2.8829259872436523,2.8829392176909536,0.2299
least_squares_d3_I1,8612,2,2,2,2,1,1,1,1,7.160673965809217e-05,0.0001534018817963556,14.49211311340332,14.492235186888887,0.2284
least_squares_d3_I1,8749,7,7,7,7,1,1,1,1,5.128698237766294e-05,0.00014678683560021,6.501117706298828,6.501166793278241,0.2332
